,DATASET,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,
,2016-2017 Regular Season,11/29/16,7:30 PM,LA Clippers,Brooklyn,290,122,127,1,1,
,2016-2017 Regular Season,11/29/16,8:00 PM,Cleveland,Milwaukee,240,101,118,1,1,
,2016-2017 Regular Season,11/29/16,8:00 PM,LA Lakers,New Orleans,240,88,105,1,1,
,2016-2017 Regular Season,11/29/16,8:30 PM,Orlando,San Antonio,240,95,83,1,2,
,2016-2017 Regular Season,11/29/16,9:00 PM,Houston,Utah,240,101,120,1,B2B,
,2016-2017 Regular Season,11/30/16,7:30 PM,Detroit,Boston,240,121,114,B2B,1,
,2016-2017 Regular Season,11/30/16,7:30 PM,Memphis,Toronto,240,105,120,1,1,
,2016-2017 Regular Season,11/30/16,8:00 PM,LA Lakers,Chicago,240,96,90,3IN4-B2B,3+,
,2016-2017 Regular Season,11/30/16,8:00 PM,Washington,Oklahoma City,265,115,126,1,1,
,2016-2017 Regular Season,11/30/16,8:00 PM,New York,Minnesota,240,106,104,1,1,
,2016-2017 Regular Season,11/30/16,8:30 PM,San Antonio,Dallas,240,94,87,B2B,2,
,2016-2017 Regular Season,11/30/16,9:00 PM,Miami,Denver,240,106,98,1,2,
,2016-2017 Regular Season,11/30/16,9:00 PM,Atlanta,Phoenix,240,107,109,3IN4,2,
,2016-2017 Regular Season,11/30/16,10:00 PM,Indiana,Portland,240,109,131,2,2,
,2016-2017 Regular Season,12/01/16,7:00 PM,Dallas,Charlotte,240,87,97,B2B,3IN4,
,2016-2017 Regular Season,12/01/16,7:30 PM,Milwaukee,Brooklyn,240,111,93,1,1,
,2016-2017 Regular Season,12/01/16,8:00 PM,Orlando,Memphis,240,94,95,1,3IN4-B2B,
,2016-2017 Regular Season,12/01/16,8:00 PM,LA Clippers,Cleveland,240,113,94,1,1,
,2016-2017 Regular Season,12/01/16,9:00 PM,Miami,Utah,240,111,110,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/01/16,10:30 PM,Houston,Golden State,290,132,127,1,2,
,2016-2017 Regular Season,12/02/16,7:00 PM,Orlando,Philadelphia,240,105,88,3IN4-B2B,3+,
,2016-2017 Regular Season,12/02/16,7:30 PM,Sacramento,Boston,240,92,97,3+,1,
,2016-2017 Regular Season,12/02/16,7:30 PM,LA Lakers,Toronto,240,80,113,3IN4,1,
,2016-2017 Regular Season,12/02/16,7:30 PM,Minnesota,New York,240,114,118,1,1,
,2016-2017 Regular Season,12/02/16,8:00 PM,Cleveland,Chicago,240,105,111,3IN4-B2B,1,
,2016-2017 Regular Season,12/02/16,8:00 PM,LA Clippers,New Orleans,240,114,96,3IN4-B2B,2,
,2016-2017 Regular Season,12/02/16,8:00 PM,Detroit,Atlanta,240,121,85,3IN4,1,
,2016-2017 Regular Season,12/02/16,8:30 PM,Washington,San Antonio,240,105,107,1,3IN4,
,2016-2017 Regular Season,12/02/16,10:30 PM,Houston,Denver,240,128,110,3IN4-B2B,1,
,2016-2017 Regular Season,12/03/16,5:00 PM,Brooklyn,Milwaukee,240,103,112,1,1,
,2016-2017 Regular Season,12/03/16,7:00 PM,Minnesota,Charlotte,265,125,120,3IN4-B2B,1,
,2016-2017 Regular Season,12/03/16,7:30 PM,Atlanta,Toronto,240,84,128,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/03/16,7:30 PM,Boston,Philadelphia,240,107,106,3IN4-B2B,B2B,
,2016-2017 Regular Season,12/03/16,8:00 PM,LA Lakers,Memphis,240,100,103,4IN5-B2B,3IN4,
,2016-2017 Regular Season,12/03/16,8:30 PM,Chicago,Dallas,240,82,107,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/03/16,9:00 PM,Denver,Utah,240,98,105,3IN4-B2B,1,
,2016-2017 Regular Season,12/03/16,10:00 PM,Miami,Portland,240,92,99,3IN4,2,
,2016-2017 Regular Season,12/03/16,10:30 PM,Phoenix,Golden State,240,109,138,2,1,
,2016-2017 Regular Season,12/04/16,6:00 PM,Orlando,Detroit,240,98,92,3IN4,1,
,2016-2017 Regular Season,12/04/16,7:00 PM,New Orleans,Oklahoma City,240,92,101,1,3+,
,2016-2017 Regular Season,12/04/16,7:30 PM,Sacramento,New York,240,98,106,1,1,
,2016-2017 Regular Season,12/04/16,9:30 PM,Indiana,LA Clippers,240,111,102,3+,3IN4,
,2016-2017 Regular Season,12/05/16,7:00 PM,Denver,Philadelphia,240,106,98,3IN4,3IN4,
,2016-2017 Regular Season,12/05/16,7:30 PM,Cleveland,Toronto,240,116,112,2,3IN4,
,2016-2017 Regular Season,12/05/16,7:30 PM,Washington,Brooklyn,240,118,113,2,1,
,2016-2017 Regular Season,12/05/16,7:30 PM,Oklahoma City,Atlanta,240,102,99,B2B,3IN4,
,2016-2017 Regular Season,12/05/16,8:00 PM,Portland,Chicago,240,112,110,1,3IN4,
,2016-2017 Regular Season,12/05/16,8:00 PM,San Antonio,Milwaukee,240,97,96,2,1,
,2016-2017 Regular Season,12/05/16,8:00 PM,Memphis,New Orleans,290,110,108,1,3IN4-B2B,
,2016-2017 Regular Season,12/05/16,8:00 PM,Boston,Houston,240,106,107,3IN4,2,
,2016-2017 Regular Season,12/05/16,8:30 PM,Charlotte,Dallas,240,109,101,1,1,
,2016-2017 Regular Season,12/05/16,10:30 PM,Utah,LA Lakers,240,107,101,1,3IN4,
,2016-2017 Regular Season,12/05/16,10:30 PM,Indiana,Golden State,240,106,142,B2B,1,
,2016-2017 Regular Season,12/06/16,7:00 PM,Orlando,Washington,240,124,116,1,B2B,
,2016-2017 Regular Season,12/06/16,7:30 PM,New York,Miami,240,114,103,1,2,
,2016-2017 Regular Season,12/06/16,7:30 PM,Chicago,Detroit,240,91,102,4IN5-B2B,1,
,2016-2017 Regular Season,12/06/16,8:00 PM,Philadelphia,Memphis,240,91,96,4IN5-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/06/16,8:00 PM,San Antonio,Minnesota,240,105,91,B2B,2,
,2016-2017 Regular Season,12/06/16,9:00 PM,Phoenix,Utah,240,105,112,2,3IN4-B2B,
,2016-2017 Regular Season,12/07/16,7:00 PM,Detroit,Charlotte,240,77,87,3IN4-B2B,1,
,2016-2017 Regular Season,12/07/16,7:00 PM,Boston,Orlando,240,117,87,1,3IN4-B2B,
,2016-2017 Regular Season,12/07/16,7:30 PM,Denver,Brooklyn,240,111,116,1,1,
,2016-2017 Regular Season,12/07/16,7:30 PM,Miami,Atlanta,240,95,103,B2B,1,
,2016-2017 Regular Season,12/07/16,8:00 PM,Portland,Milwaukee,240,107,115,1,1,
,2016-2017 Regular Season,12/07/16,8:00 PM,LA Lakers,Houston,240,95,134,1,1,
,2016-2017 Regular Season,12/07/16,8:00 PM,Cleveland,New York,240,126,94,1,3IN4-B2B,
,2016-2017 Regular Season,12/07/16,8:30 PM,Sacramento,Dallas,240,120,89,2,1,
,2016-2017 Regular Season,12/07/16,9:00 PM,Indiana,Phoenix,240,109,94,3IN4,B2B,
,2016-2017 Regular Season,12/07/16,10:30 PM,Golden State,LA Clippers,240,115,98,1,2,
,2016-2017 Regular Season,12/08/16,7:00 PM,Minnesota,Toronto,240,110,124,1,2,
,2016-2017 Regular Season,12/08/16,7:00 PM,Denver,Washington,240,85,92,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/08/16,8:00 PM,Portland,Memphis,240,86,88,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/08/16,8:00 PM,Philadelphia,New Orleans,240,99,88,3IN4,2,
,2016-2017 Regular Season,12/08/16,9:00 PM,Golden State,Utah,240,106,99,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/08/16,9:30 PM,San Antonio,Chicago,240,91,95,3IN4,3IN4,
,2016-2017 Regular Season,12/09/16,7:00 PM,Orlando,Charlotte,240,88,109,3IN4,1,
,2016-2017 Regular Season,12/09/16,7:30 PM,Miami,Cleveland,240,84,114,3IN4,1,
,2016-2017 Regular Season,12/09/16,7:30 PM,Toronto,Boston,240,101,94,B2B,1,
,2016-2017 Regular Season,12/09/16,8:00 PM,Atlanta,Milwaukee,240,114,110,1,1,
,2016-2017 Regular Season,12/09/16,8:00 PM,Houston,Oklahoma City,240,102,99,1,3+,
,2016-2017 Regular Season,12/09/16,8:00 PM,Detroit,Minnesota,240,117,90,3IN4,3IN4-B2B,
,2016-2017 Regular Season,12/09/16,8:30 PM,Indiana,Dallas,240,103,111,1,1,
,2016-2017 Regular Season,12/09/16,10:30 PM,Phoenix,LA Lakers,240,119,115,3IN4,1,
,2016-2017 Regular Season,12/09/16,10:30 PM,New York,Sacramento,240,103,100,3IN4,1,
,2016-2017 Regular Season,12/10/16,7:00 PM,Milwaukee,Washington,240,105,110,3IN4-B2B,1,
,2016-2017 Regular Season,12/10/16,7:00 PM,Denver,Orlando,240,121,113,3IN4,4IN5-B2B,
,2016-2017 Regular Season,12/10/16,7:00 PM,Portland,Indiana,240,111,118,3IN4,3IN4-B2B,
,2016-2017 Regular Season,12/10/16,7:30 PM,Charlotte,Cleveland,240,105,116,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/10/16,8:00 PM,Miami,Chicago,240,100,105,4IN5-B2B,1,
,2016-2017 Regular Season,12/10/16,8:00 PM,Golden State,Memphis,240,89,110,3IN4,1,
,2016-2017 Regular Season,12/10/16,8:00 PM,Dallas,Houston,240,87,109,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/10/16,8:30 PM,Brooklyn,San Antonio,240,101,130,2,1,
,2016-2017 Regular Season,12/10/16,9:00 PM,Sacramento,Utah,240,84,104,3IN4-B2B,1,
,2016-2017 Regular Season,12/10/16,10:30 PM,New Orleans,LA Clippers,240,105,133,1,2,
,2016-2017 Regular Season,12/11/16,6:00 PM,Philadelphia,Detroit,240,97,79,2,1,
,2016-2017 Regular Season,12/11/16,7:00 PM,Boston,Oklahoma City,240,96,99,1,1,
,2016-2017 Regular Season,12/11/16,7:00 PM,Golden State,Minnesota,240,116,108,4IN5-B2B,3IN4,
,2016-2017 Regular Season,12/11/16,8:30 PM,New Orleans,Phoenix,265,120,119,3IN4-B2B,1,
,2016-2017 Regular Season,12/11/16,9:30 PM,New York,LA Lakers,240,118,112,1,1,
,2016-2017 Regular Season,12/12/16,7:00 PM,Charlotte,Indiana,240,94,110,3IN4,3IN4,
,2016-2017 Regular Season,12/12/16,7:30 PM,Milwaukee,Toronto,240,100,122,3IN4,2,
,2016-2017 Regular Season,12/12/16,7:30 PM,Washington,Miami,240,101,112,1,3IN4,
,2016-2017 Regular Season,12/12/16,8:00 PM,Brooklyn,Houston,240,118,122,1,3IN4,
,2016-2017 Regular Season,12/12/16,8:30 PM,Denver,Dallas,240,92,112,1,3IN4,
,2016-2017 Regular Season,12/12/16,10:30 PM,Portland,LA Clippers,240,120,121,1,1,
,2016-2017 Regular Season,12/12/16,10:30 PM,LA Lakers,Sacramento,240,92,116,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/13/16,7:00 PM,Memphis,Cleveland,240,86,103,2,2,
,2016-2017 Regular Season,12/13/16,7:30 PM,Orlando,Atlanta,240,131,120,2,3+,
,2016-2017 Regular Season,12/13/16,8:00 PM,Minnesota,Chicago,240,99,94,1,2,
,2016-2017 Regular Season,12/13/16,8:00 PM,Golden State,New Orleans,240,113,109,3IN4,3IN4,
,2016-2017 Regular Season,12/13/16,9:00 PM,New York,Phoenix,265,111,113,1,1,
,2016-2017 Regular Season,12/13/16,10:30 PM,Oklahoma City,Portland,240,95,114,1,3IN4-B2B,
,2016-2017 Regular Season,12/14/16,7:00 PM,Toronto,Philadelphia,240,123,114,1,2,
,2016-2017 Regular Season,12/14/16,7:00 PM,Charlotte,Washington,240,106,109,1,1,
,2016-2017 Regular Season,12/14/16,7:00 PM,LA Clippers,Orlando,240,113,108,1,B2B,
,2016-2017 Regular Season,12/14/16,7:00 PM,Indiana,Miami,240,89,95,1,1,
,2016-2017 Regular Season,12/14/16,7:30 PM,LA Lakers,Brooklyn,240,97,107,3IN4,1,
,2016-2017 Regular Season,12/14/16,8:00 PM,Cleveland,Memphis,240,85,93,B2B,B2B,
,2016-2017 Regular Season,12/14/16,8:00 PM,Sacramento,Houston,240,98,132,1,1,
,2016-2017 Regular Season,12/14/16,8:30 PM,Detroit,Dallas,240,95,85,2,1,
,2016-2017 Regular Season,12/14/16,9:00 PM,Oklahoma City,Utah,240,89,109,3IN4-B2B,3+,
,2016-2017 Regular Season,12/14/16,9:30 PM,Boston,San Antonio,240,101,108,2,3+,
,2016-2017 Regular Season,12/15/16,8:00 PM,Chicago,Milwaukee,240,97,108,1,2,
,2016-2017 Regular Season,12/15/16,8:00 PM,Indiana,New Orleans,240,95,102,3IN4-B2B,1,
,2016-2017 Regular Season,12/15/16,9:00 PM,Portland,Denver,240,120,132,3IN4,2,
,2016-2017 Regular Season,12/15/16,9:00 PM,San Antonio,Phoenix,240,107,92,B2B,1,
,2016-2017 Regular Season,12/15/16,10:30 PM,New York,Golden State,240,90,103,1,1,
,2016-2017 Regular Season,12/16/16,7:00 PM,Detroit,Washington,240,108,122,1,1,
,2016-2017 Regular Season,12/16/16,7:00 PM,Brooklyn,Orlando,240,111,118,1,3IN4,
,2016-2017 Regular Season,12/16/16,7:30 PM,Charlotte,Boston,240,88,96,1,1,
,2016-2017 Regular Season,12/16/16,7:30 PM,Atlanta,Toronto,240,125,121,2,1,
,2016-2017 Regular Season,12/16/16,8:00 PM,Milwaukee,Chicago,240,95,69,B2B,3IN4-B2B,
,2016-2017 Regular Season,12/16/16,8:00 PM,Sacramento,Memphis,240,96,92,1,3IN4,
,2016-2017 Regular Season,12/16/16,8:00 PM,New Orleans,Houston,240,100,122,3IN4-B2B,1,
,2016-2017 Regular Season,12/16/16,8:00 PM,LA Lakers,Philadelphia,240,100,89,1,1,
,2016-2017 Regular Season,12/16/16,8:00 PM,LA Clippers,Miami,240,102,98,1,1,
,2016-2017 Regular Season,12/16/16,10:30 PM,Dallas,Utah,240,100,103,1,1,
,2016-2017 Regular Season,12/17/16,5:00 PM,Phoenix,Oklahoma City,240,101,114,1,2,
,2016-2017 Regular Season,12/17/16,7:00 PM,Indiana,Detroit,240,105,90,3IN4,3IN4-B2B,
,2016-2017 Regular Season,12/17/16,7:30 PM,Charlotte,Atlanta,240,107,99,3IN4-B2B,B2B,
,2016-2017 Regular Season,12/17/16,7:30 PM,LA Lakers,Cleveland,240,108,119,3IN4-B2B,2,
,2016-2017 Regular Season,12/17/16,8:00 PM,Houston,Minnesota,265,111,109,3IN4-B2B,3+,
,2016-2017 Regular Season,12/17/16,9:00 PM,New York,Denver,240,114,127,1,1,
,2016-2017 Regular Season,12/17/16,10:30 PM,Portland,Golden State,240,90,135,1,1,
,2016-2017 Regular Season,12/18/16,3:30 PM,LA Clippers,Washington,240,110,117,1,1,
,2016-2017 Regular Season,12/18/16,6:00 PM,Utah,Memphis,240,82,73,1,1,
,2016-2017 Regular Season,12/18/16,6:00 PM,Brooklyn,Philadelphia,240,107,108,1,1,
,2016-2017 Regular Season,12/18/16,6:00 PM,Toronto,Orlando,240,109,79,1,1,
,2016-2017 Regular Season,12/18/16,6:00 PM,Boston,Miami,240,105,95,1,1,
,2016-2017 Regular Season,12/18/16,7:00 PM,Sacramento,Dallas,240,79,99,1,1,
,2016-2017 Regular Season,12/18/16,7:00 PM,New Orleans,San Antonio,240,100,113,3IN4,2,
,2016-2017 Regular Season,12/19/16,7:00 PM,Washington,Indiana,240,105,107,3IN4-B2B,1,
,2016-2017 Regular Season,12/19/16,8:00 PM,Detroit,Chicago,240,82,113,3IN4,2,
,2016-2017 Regular Season,12/19/16,8:00 PM,Atlanta,Oklahoma City,240,110,108,3IN4,1,
,2016-2017 Regular Season,12/19/16,8:00 PM,Phoenix,Minnesota,240,108,115,1,1,
,2016-2017 Regular Season,12/19/16,9:00 PM,Dallas,Denver,240,107,117,3IN4-B2B,1,
,2016-2017 Regular Season,12/20/16,7:00 PM,New Orleans,Philadelphia,240,108,93,1,1,
,2016-2017 Regular Season,12/20/16,7:00 PM,LA Lakers,Charlotte,240,113,117,2,2,
,2016-2017 Regular Season,12/20/16,7:30 PM,Brooklyn,Toronto,240,104,116,1,1,
,2016-2017 Regular Season,12/20/16,7:30 PM,Indiana,New York,240,111,118,3IN4-B2B,2,
,2016-2017 Regular Season,12/20/16,7:30 PM,Orlando,Miami,290,136,130,1,1,
,2016-2017 Regular Season,12/20/16,8:00 PM,Cleveland,Milwaukee,265,114,108,2,3+,
,2016-2017 Regular Season,12/20/16,8:00 PM,Boston,Memphis,265,112,109,1,1,
,2016-2017 Regular Season,12/20/16,8:00 PM,San Antonio,Houston,240,102,100,1,2,
,2016-2017 Regular Season,12/20/16,10:30 PM,Denver,LA Clippers,240,102,119,3IN4-B2B,1,
,2016-2017 Regular Season,12/20/16,10:30 PM,Utah,Golden State,240,74,104,1,2,
,2016-2017 Regular Season,12/20/16,10:30 PM,Portland,Sacramento,240,121,126,2,1,
,2016-2017 Regular Season,12/21/16,7:00 PM,Milwaukee,Cleveland,240,102,113,B2B,B2B,
,2016-2017 Regular Season,12/21/16,7:30 PM,Minnesota,Atlanta,240,92,84,1,1,
,2016-2017 Regular Season,12/21/16,7:30 PM,Memphis,Detroit,240,98,86,3IN4-B2B,1,
,2016-2017 Regular Season,12/21/16,8:00 PM,Washington,Chicago,240,107,97,3IN4,1,
,2016-2017 Regular Season,12/21/16,8:00 PM,Oklahoma City,New Orleans,240,121,110,1,3IN4-B2B,
,2016-2017 Regular Season,12/21/16,9:00 PM,Sacramento,Utah,240,94,93,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/21/16,9:00 PM,Houston,Phoenix,240,125,111,B2B,1,
,2016-2017 Regular Season,12/21/16,10:00 PM,Dallas,Portland,240,96,95,3IN4,B2B,
,2016-2017 Regular Season,12/22/16,7:30 PM,Golden State,Brooklyn,240,117,101,1,1,
,2016-2017 Regular Season,12/22/16,7:30 PM,Orlando,New York,240,95,106,1,1,
,2016-2017 Regular Season,12/22/16,7:30 PM,LA Lakers,Miami,240,107,115,1,1,
,2016-2017 Regular Season,12/22/16,8:00 PM,Boston,Indiana,240,109,102,1,3IN4,
,2016-2017 Regular Season,12/22/16,10:30 PM,San Antonio,LA Clippers,240,101,106,1,1,
,2016-2017 Regular Season,12/23/16,7:00 PM,Chicago,Charlotte,240,91,103,1,2,
,2016-2017 Regular Season,12/23/16,7:00 PM,LA Lakers,Orlando,240,90,109,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/23/16,7:30 PM,Brooklyn,Cleveland,240,99,119,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/23/16,7:30 PM,Oklahoma City,Boston,240,117,112,1,3IN4-B2B,
,2016-2017 Regular Season,12/23/16,7:30 PM,Golden State,Detroit,240,119,113,3IN4-B2B,1,
,2016-2017 Regular Season,12/23/16,8:00 PM,Washington,Milwaukee,240,96,123,1,3IN4,
,2016-2017 Regular Season,12/23/16,8:00 PM,Houston,Memphis,240,109,115,3IN4,3IN4,
,2016-2017 Regular Season,12/23/16,8:00 PM,Miami,New Orleans,240,87,91,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/23/16,8:00 PM,Sacramento,Minnesota,240,109,105,3IN4,1,
,2016-2017 Regular Season,12/23/16,9:00 PM,Atlanta,Denver,240,109,108,1,2,
,2016-2017 Regular Season,12/23/16,9:00 PM,Toronto,Utah,240,104,98,2,3IN4,
,2016-2017 Regular Season,12/23/16,9:00 PM,Philadelphia,Phoenix,240,116,123,2,1,
,2016-2017 Regular Season,12/23/16,10:00 PM,San Antonio,Portland,240,110,90,3IN4-B2B,3IN4,
,2016-2017 Regular Season,12/23/16,10:30 PM,Dallas,LA Clippers,240,90,88,1,3IN4-B2B,
,2016-2017 Regular Season,12/25/16,12:00 PM,Boston,New York,240,119,114,3IN4,2,
,2016-2017 Regular Season,12/25/16,2:30 PM,Golden State,Cleveland,240,108,109,3IN4,1,
,2016-2017 Regular Season,12/25/16,5:00 PM,Chicago,San Antonio,240,100,119,1,3IN4,
,2016-2017 Regular Season,12/25/16,8:00 PM,Minnesota,Oklahoma City,240,100,112,1,1,
,2016-2017 Regular Season,12/25/16,10:30 PM,LA Clippers,LA Lakers,240,102,111,3IN4,3IN4,
,2016-2017 Regular Season,12/26/16,7:00 PM,Milwaukee,Washington,240,102,107,2,2,
,2016-2017 Regular Season,12/26/16,7:00 PM,Memphis,Orlando,240,102,112,2,2,
,2016-2017 Regular Season,12/26/16,7:30 PM,Charlotte,Brooklyn,240,118,120,2,2,
,2016-2017 Regular Season,12/26/16,7:30 PM,Cleveland,Detroit,240,90,106,3IN4-B2B,2,
,2016-2017 Regular Season,12/26/16,8:00 PM,Indiana,Chicago,240,85,90,3+,3IN4-B2B,
,2016-2017 Regular Season,12/26/16,8:00 PM,Dallas,New Orleans,240,104,111,2,2,
,2016-2017 Regular Season,12/26/16,8:00 PM,Phoenix,Houston,240,115,131,2,2,
,2016-2017 Regular Season,12/26/16,8:00 PM,Atlanta,Minnesota,240,90,104,2,3IN4-B2B,
,2016-2017 Regular Season,12/26/16,10:00 PM,Toronto,Portland,240,95,91,2,2,
,2016-2017 Regular Season,12/26/16,10:30 PM,Denver,LA Clippers,240,106,102,2,4IN5-B2B,
,2016-2017 Regular Season,12/26/16,10:30 PM,Philadelphia,Sacramento,240,100,102,2,2,
,2016-2017 Regular Season,12/27/16,7:30 PM,Memphis,Boston,240,103,113,B2B,1,
,2016-2017 Regular Season,12/27/16,7:30 PM,Oklahoma City,Miami,240,106,94,1,3+,
,2016-2017 Regular Season,12/27/16,8:30 PM,Houston,Dallas,240,123,107,B2B,B2B,
,2016-2017 Regular Season,12/27/16,10:30 PM,Utah,LA Lakers,240,102,100,3+,1,
,2016-2017 Regular Season,12/28/16,7:00 PM,Indiana,Washington,240,105,111,1,1,
,2016-2017 Regular Season,12/28/16,7:00 PM,Charlotte,Orlando,240,120,101,1,1,
,2016-2017 Regular Season,12/28/16,7:30 PM,New York,Atlanta,265,98,102,2,1,
,2016-2017 Regular Season,12/28/16,7:30 PM,Milwaukee,Detroit,240,119,94,1,1,
,2016-2017 Regular Season,12/28/16,8:00 PM,Brooklyn,Chicago,240,99,101,1,3IN4,
,2016-2017 Regular Season,12/28/16,8:00 PM,LA Clippers,New Orleans,240,98,102,3IN4,1,
,2016-2017 Regular Season,12/28/16,8:30 PM,Phoenix,San Antonio,240,98,119,1,2,
,2016-2017 Regular Season,12/28/16,9:00 PM,Minnesota,Denver,240,103,105,3IN4,1,
,2016-2017 Regular Season,12/28/16,10:00 PM,Sacramento,Portland,240,89,102,1,1,
,2016-2017 Regular Season,12/28/16,10:30 PM,Toronto,Golden State,240,111,121,1,2,
,2016-2017 Regular Season,12/29/16,7:00 PM,Miami,Charlotte,240,82,91,1,3IN4-B2B,
,2016-2017 Regular Season,12/29/16,8:00 PM,Oklahoma City,Memphis,240,80,114,1,3IN4,
,2016-2017 Regular Season,12/29/16,8:00 PM,Boston,Cleveland,240,118,124,1,2,
,2016-2017 Regular Season,12/29/16,9:00 PM,Philadelphia,Utah,240,83,100,2,1,
,2016-2017 Regular Season,12/29/16,9:00 PM,Toronto,Phoenix,240,91,99,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/29/16,10:30 PM,Dallas,LA Lakers,240,101,89,3IN4,1,
,2016-2017 Regular Season,12/30/16,4:00 PM,Chicago,Indiana,240,101,111,1,1,
,2016-2017 Regular Season,12/30/16,7:00 PM,Brooklyn,Washington,240,95,118,1,1,
,2016-2017 Regular Season,12/30/16,7:30 PM,Miami,Boston,240,114,117,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/30/16,8:00 PM,New York,New Orleans,240,92,104,1,1,
,2016-2017 Regular Season,12/30/16,8:00 PM,LA Clippers,Houston,240,116,140,1,2,
,2016-2017 Regular Season,12/30/16,8:00 PM,Milwaukee,Minnesota,240,99,116,1,1,
,2016-2017 Regular Season,12/30/16,8:00 PM,Detroit,Atlanta,240,98,105,1,1,
,2016-2017 Regular Season,12/30/16,8:30 PM,Portland,San Antonio,240,94,110,1,1,
,2016-2017 Regular Season,12/30/16,9:00 PM,Philadelphia,Denver,240,124,122,B2B,1,
,2016-2017 Regular Season,12/30/16,10:30 PM,Dallas,Golden State,240,99,108,4IN5-B2B,1,
,2016-2017 Regular Season,12/31/16,5:00 PM,Memphis,Sacramento,240,112,98,1,2,
,2016-2017 Regular Season,12/31/16,7:00 PM,Milwaukee,Chicago,240,116,96,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,12/31/16,7:00 PM,Cleveland,Charlotte,240,121,109,1,3IN4,
,2016-2017 Regular Season,12/31/16,8:00 PM,New York,Houston,240,122,129,3IN4-B2B,B2B,
,2016-2017 Regular Season,12/31/16,8:00 PM,Phoenix,Utah,240,86,91,3IN4,1,
,2016-2017 Regular Season,12/31/16,8:00 PM,LA Clippers,Oklahoma City,240,88,114,3IN4-B2B,1,
,2016-2017 Regular Season,01/01/17,6:00 PM,San Antonio,Atlanta,265,112,114,1,1,
,2016-2017 Regular Season,01/01/17,6:00 PM,Detroit,Miami,240,107,98,1,3IN4,
,2016-2017 Regular Season,01/01/17,6:00 PM,Orlando,Indiana,240,104,117,3+,1,
,2016-2017 Regular Season,01/01/17,7:00 PM,Portland,Minnesota,240,95,89,1,1,
,2016-2017 Regular Season,01/01/17,9:30 PM,Toronto,LA Lakers,240,123,114,2,2,
,2016-2017 Regular Season,01/02/17,7:00 PM,Oklahoma City,Milwaukee,240,94,98,1,3IN4,
,2016-2017 Regular Season,01/02/17,7:00 PM,New Orleans,Cleveland,240,82,90,2,1,
,2016-2017 Regular Season,01/02/17,7:30 PM,Utah,Brooklyn,240,101,89,1,2,
,2016-2017 Regular Season,01/02/17,7:30 PM,Orlando,New York,240,115,103,B2B,3IN4,
,2016-2017 Regular Season,01/02/17,8:00 PM,Charlotte,Chicago,240,111,118,1,3IN4,
,2016-2017 Regular Season,01/02/17,8:00 PM,Washington,Houston,240,91,101,2,3IN4,
,2016-2017 Regular Season,01/02/17,10:30 PM,Phoenix,LA Clippers,240,98,109,1,3IN4,
,2016-2017 Regular Season,01/02/17,10:30 PM,Denver,Golden State,240,119,127,2,2,
,2016-2017 Regular Season,01/03/17,7:00 PM,Minnesota,Philadelphia,240,91,93,1,3+,
,2016-2017 Regular Season,01/03/17,7:30 PM,Utah,Boston,240,104,115,3IN4-B2B,3+,
,2016-2017 Regular Season,01/03/17,7:30 PM,Indiana,Detroit,240,121,116,1,1,
,2016-2017 Regular Season,01/03/17,8:30 PM,Washington,Dallas,240,105,113,B2B,3+,
,2016-2017 Regular Season,01/03/17,8:30 PM,Toronto,San Antonio,240,82,110,1,1,
,2016-2017 Regular Season,01/03/17,9:00 PM,Sacramento,Denver,240,120,113,2,B2B,
,2016-2017 Regular Season,01/03/17,9:00 PM,Miami,Phoenix,240,90,99,1,3IN4-B2B,
,2016-2017 Regular Season,01/03/17,10:30 PM,Memphis,LA Lakers,240,102,116,2,1,
,2016-2017 Regular Season,01/04/17,7:00 PM,Oklahoma City,Charlotte,240,112,123,1,1,
,2016-2017 Regular Season,01/04/17,7:00 PM,Atlanta,Orlando,240,111,92,2,3IN4,
,2016-2017 Regular Season,01/04/17,7:30 PM,Milwaukee,New York,240,105,104,1,1,
,2016-2017 Regular Season,01/04/17,8:00 PM,Chicago,Cleveland,240,106,94,1,1,
,2016-2017 Regular Season,01/04/17,10:30 PM,Memphis,LA Clippers,240,106,115,B2B,1,
