,DATASET,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,
,2016-2017 Regular Season,02/10/17,8:00 PM,Indiana,Washington,240,107,112,1,1,
,2016-2017 Regular Season,02/10/17,10:30 PM,Atlanta,Sacramento,240,107,108,1,1,
,2016-2017 Regular Season,02/10/17,10:30 PM,Chicago,Phoenix,240,97,115,1,1,
,2016-2017 Regular Season,02/11/17,5:00 PM,LA Clippers,Charlotte,240,107,102,2,1,
,2016-2017 Regular Season,02/11/17,7:00 PM,Milwaukee,Indiana,240,116,100,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,02/11/17,7:30 PM,Miami,Philadelphia,240,109,117,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/11/17,7:30 PM,Denver,Cleveland,240,109,125,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/11/17,8:00 PM,Phoenix,Houston,240,102,133,3IN4-B2B,1,
,2016-2017 Regular Season,02/11/17,8:30 PM,Golden State,Oklahoma City,240,130,114,3IN4-B2B,1,
,2016-2017 Regular Season,02/11/17,9:00 PM,Orlando,Dallas,240,80,112,1,1,
,2016-2017 Regular Season,02/11/17,10:00 PM,Boston,Utah,240,112,104,3IN4,3IN4,
,2016-2017 Regular Season,02/12/17,3:30 PM,Chicago,Minnesota,240,89,117,1,1,
,2016-2017 Regular Season,02/12/17,3:30 PM,San Antonio,New York,240,90,94,1,1,
,2016-2017 Regular Season,02/12/17,6:00 PM,Detroit,Toronto,240,102,101,1,3+,
,2016-2017 Regular Season,02/12/17,9:00 PM,New Orleans,Sacramento,240,99,105,1,1,
,2016-2017 Regular Season,02/13/17,7:00 PM,Oklahoma City,Washington,240,98,120,1,2,
,2016-2017 Regular Season,02/13/17,7:00 PM,Philadelphia,Charlotte,240,105,99,1,1,
,2016-2017 Regular Season,02/13/17,7:30 PM,Memphis,Brooklyn,240,112,103,2,2,
,2016-2017 Regular Season,02/13/17,7:30 PM,Orlando,Miami,240,116,107,1,3IN4,
,2016-2017 Regular Season,02/13/17,8:00 PM,Detroit,Milwaukee,240,89,102,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/13/17,8:00 PM,San Antonio,Indiana,240,110,106,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/13/17,8:30 PM,Boston,Dallas,240,111,98,1,1,
,2016-2017 Regular Season,02/13/17,9:00 PM,Golden State,Denver,240,110,132,3IN4,3IN4,
,2016-2017 Regular Season,02/13/17,9:00 PM,LA Clippers,Utah,240,88,72,1,1,
,2016-2017 Regular Season,02/13/17,9:00 PM,New Orleans,Phoenix,240,110,108,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/13/17,10:30 PM,Atlanta,Portland,265,109,104,2,3+,
,2016-2017 Regular Season,02/14/17,8:00 PM,Toronto,Chicago,240,94,105,1,1,
,2016-2017 Regular Season,02/14/17,8:00 PM,Cleveland,Minnesota,240,116,108,2,1,
,2016-2017 Regular Season,02/14/17,10:30 PM,Sacramento,LA Lakers,240,97,96,1,3+,
,2016-2017 Regular Season,02/15/17,7:00 PM,San Antonio,Orlando,240,107,79,3IN4,1,
,2016-2017 Regular Season,02/15/17,7:00 PM,Indiana,Cleveland,240,104,113,1,B2B,
,2016-2017 Regular Season,02/15/17,7:30 PM,Philadelphia,Boston,240,108,116,1,1,
,2016-2017 Regular Season,02/15/17,7:30 PM,Charlotte,Toronto,240,85,90,1,3IN4-B2B,
,2016-2017 Regular Season,02/15/17,7:30 PM,Milwaukee,Brooklyn,240,129,125,1,1,
,2016-2017 Regular Season,02/15/17,7:30 PM,Dallas,Detroit,240,91,98,1,3IN4,
,2016-2017 Regular Season,02/15/17,8:00 PM,New Orleans,Memphis,240,95,91,3IN4,1,
,2016-2017 Regular Season,02/15/17,8:00 PM,Miami,Houston,240,117,109,1,3+,
,2016-2017 Regular Season,02/15/17,9:00 PM,Minnesota,Denver,240,112,99,3IN4-B2B,1,
,2016-2017 Regular Season,02/15/17,9:00 PM,Portland,Utah,240,88,111,1,1,
,2016-2017 Regular Season,02/15/17,9:00 PM,LA Lakers,Phoenix,240,101,137,B2B,1,
,2016-2017 Regular Season,02/15/17,9:30 PM,New York,Oklahoma City,240,105,116,2,1,
,2016-2017 Regular Season,02/15/17,10:30 PM,Atlanta,LA Clippers,240,84,99,1,1,
,2016-2017 Regular Season,02/15/17,10:30 PM,Sacramento,Golden State,240,86,109,3IN4-B2B,1,
,2016-2017 Regular Season,02/16/17,7:00 PM,Washington,Indiana,240,111,98,2,3IN4-B2B,
,2016-2017 Regular Season,02/16/17,8:00 PM,Boston,Chicago,240,103,104,3IN4-B2B,1,
,2016-2017 Regular Season,02/23/17,7:00 PM,Portland,Orlando,240,112,103,3+,3+,
,2016-2017 Regular Season,02/23/17,7:30 PM,Charlotte,Detroit,265,108,114,3+,3+,
,2016-2017 Regular Season,02/23/17,8:00 PM,Houston,New Orleans,240,129,99,3+,3+,
,2016-2017 Regular Season,02/23/17,8:00 PM,New York,Cleveland,240,104,119,3+,3+,
,2016-2017 Regular Season,02/23/17,10:30 PM,LA Clippers,Golden State,240,113,123,3+,3+,
,2016-2017 Regular Season,02/23/17,10:30 PM,Denver,Sacramento,240,100,116,3+,3+,
,2016-2017 Regular Season,02/24/17,7:00 PM,Washington,Philadelphia,240,112,120,3+,3+,
,2016-2017 Regular Season,02/24/17,7:00 PM,Memphis,Indiana,240,92,102,3+,3+,
,2016-2017 Regular Season,02/24/17,7:30 PM,Boston,Toronto,240,97,107,3+,3+,
,2016-2017 Regular Season,02/24/17,8:00 PM,Phoenix,Chicago,265,121,128,3+,3+,
,2016-2017 Regular Season,02/24/17,8:00 PM,Utah,Milwaukee,240,109,95,3+,3+,
,2016-2017 Regular Season,02/24/17,8:00 PM,LA Lakers,Oklahoma City,240,93,110,3+,3+,
,2016-2017 Regular Season,02/24/17,8:00 PM,Dallas,Minnesota,240,84,97,3+,3+,
,2016-2017 Regular Season,02/24/17,8:00 PM,Miami,Atlanta,240,108,90,3+,3+,
,2016-2017 Regular Season,02/24/17,9:00 PM,Brooklyn,Denver,240,109,129,3+,B2B,
,2016-2017 Regular Season,02/24/17,10:30 PM,San Antonio,LA Clippers,240,105,97,3+,B2B,
,2016-2017 Regular Season,02/25/17,5:00 PM,Charlotte,Sacramento,240,99,85,1,1,
,2016-2017 Regular Season,02/25/17,7:00 PM,Atlanta,Orlando,240,86,105,B2B,1,
,2016-2017 Regular Season,02/25/17,7:30 PM,Philadelphia,New York,240,109,110,B2B,1,
,2016-2017 Regular Season,02/25/17,8:00 PM,Indiana,Miami,240,95,113,B2B,B2B,
,2016-2017 Regular Season,02/25/17,8:30 PM,New Orleans,Dallas,240,83,96,1,B2B,
,2016-2017 Regular Season,02/25/17,8:30 PM,Chicago,Cleveland,240,117,99,B2B,1,
,2016-2017 Regular Season,02/25/17,9:00 PM,Minnesota,Houston,240,130,142,B2B,1,
,2016-2017 Regular Season,02/25/17,10:30 PM,Brooklyn,Golden State,240,95,112,B2B,1,
,2016-2017 Regular Season,02/26/17,3:30 PM,San Antonio,LA Lakers,240,119,98,1,1,
,2016-2017 Regular Season,02/26/17,3:30 PM,Phoenix,Milwaukee,240,96,100,1,1,
,2016-2017 Regular Season,02/26/17,5:00 PM,Memphis,Denver,240,105,98,1,3IN4,
,2016-2017 Regular Season,02/26/17,5:00 PM,Utah,Washington,240,102,92,1,1,
,2016-2017 Regular Season,02/26/17,6:00 PM,Portland,Toronto,240,106,112,2,1,
,2016-2017 Regular Season,02/26/17,6:00 PM,Boston,Detroit,240,104,98,1,2,
,2016-2017 Regular Season,02/26/17,7:00 PM,New Orleans,Oklahoma City,240,110,118,3IN4-B2B,1,
,2016-2017 Regular Season,02/26/17,9:30 PM,Charlotte,LA Clippers,265,121,124,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/27/17,7:00 PM,Toronto,New York,240,92,91,3IN4-B2B,1,
,2016-2017 Regular Season,02/27/17,7:00 PM,Golden State,Philadelphia,240,119,108,1,3IN4,
,2016-2017 Regular Season,02/27/17,7:00 PM,Milwaukee,Cleveland,240,95,102,3IN4-B2B,1,
,2016-2017 Regular Season,02/27/17,7:30 PM,Atlanta,Boston,240,114,98,3IN4,3IN4-B2B,
,2016-2017 Regular Season,02/27/17,8:00 PM,Indiana,Houston,240,117,108,3IN4,1,
,2016-2017 Regular Season,02/27/17,9:30 PM,Miami,Dallas,240,89,96,3IN4,3IN4,
,2016-2017 Regular Season,02/27/17,10:30 PM,Minnesota,Sacramento,240,102,88,3IN4,1,
,2016-2017 Regular Season,02/28/17,7:00 PM,Golden State,Washington,240,108,112,3IN4-B2B,1,
,2016-2017 Regular Season,02/28/17,7:30 PM,Portland,Detroit,265,113,120,1,1,
,2016-2017 Regular Season,02/28/17,8:00 PM,Denver,Chicago,240,125,107,1,2,
,2016-2017 Regular Season,02/28/17,8:00 PM,Phoenix,Memphis,240,112,130,1,1,
,2016-2017 Regular Season,02/28/17,8:00 PM,Utah,Oklahoma City,240,106,109,1,1,
,2016-2017 Regular Season,02/28/17,10:30 PM,Charlotte,LA Lakers,240,109,104,3IN4,1,
,2016-2017 Regular Season,03/01/17,7:00 PM,New York,Orlando,240,101,90,1,3+,
,2016-2017 Regular Season,03/01/17,7:30 PM,Washington,Toronto,240,105,96,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/01/17,7:30 PM,Dallas,Atlanta,240,95,100,1,1,
,2016-2017 Regular Season,03/01/17,7:30 PM,Philadelphia,Miami,240,98,125,1,1,
,2016-2017 Regular Season,03/01/17,8:00 PM,Denver,Milwaukee,240,110,98,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/01/17,8:00 PM,Detroit,New Orleans,240,86,109,3IN4-B2B,2,
,2016-2017 Regular Season,03/01/17,8:00 PM,Cleveland,Boston,240,99,103,1,3IN4,
,2016-2017 Regular Season,03/01/17,8:30 PM,Indiana,San Antonio,240,99,100,1,2,
,2016-2017 Regular Season,03/01/17,9:00 PM,Minnesota,Utah,240,107,80,1,3IN4-B2B,
,2016-2017 Regular Season,03/01/17,10:30 PM,Houston,LA Clippers,240,122,103,1,2,
,2016-2017 Regular Season,03/01/17,10:30 PM,Brooklyn,Sacramento,240,109,100,3+,1,
,2016-2017 Regular Season,03/02/17,8:00 PM,Golden State,Chicago,240,87,94,3IN4,1,
,2016-2017 Regular Season,03/02/17,9:00 PM,Charlotte,Phoenix,240,103,120,1,1,
,2016-2017 Regular Season,03/02/17,10:30 PM,Oklahoma City,Portland,240,109,114,1,1,
,2016-2017 Regular Season,03/03/17,7:00 PM,New York,Philadelphia,240,102,105,1,1,
,2016-2017 Regular Season,03/03/17,7:00 PM,Toronto,Washington,240,114,106,1,3IN4,
,2016-2017 Regular Season,03/03/17,7:00 PM,Miami,Orlando,240,99,110,1,1,
,2016-2017 Regular Season,03/03/17,8:00 PM,LA Clippers,Milwaukee,240,101,112,1,1,
,2016-2017 Regular Season,03/03/17,8:00 PM,Cleveland,Atlanta,240,135,130,1,1,
,2016-2017 Regular Season,03/03/17,8:30 PM,Memphis,Dallas,240,100,104,2,1,
,2016-2017 Regular Season,03/03/17,9:00 PM,Brooklyn,Utah,240,97,112,1,3IN4,
,2016-2017 Regular Season,03/03/17,9:00 PM,Oklahoma City,Phoenix,240,111,118,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/03/17,9:30 PM,San Antonio,New Orleans,265,101,98,1,1,
,2016-2017 Regular Season,03/03/17,10:30 PM,Boston,LA Lakers,240,115,95,1,2,
,2016-2017 Regular Season,03/04/17,6:00 PM,Detroit,Philadelphia,240,136,106,2,3IN4-B2B,
,2016-2017 Regular Season,03/04/17,8:00 PM,Toronto,Milwaukee,240,94,101,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/04/17,8:00 PM,Cleveland,Miami,240,92,120,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/04/17,8:30 PM,LA Clippers,Chicago,240,101,91,3IN4-B2B,1,
,2016-2017 Regular Season,03/04/17,9:00 PM,Charlotte,Denver,240,112,102,1,2,
,2016-2017 Regular Season,03/04/17,9:00 PM,Memphis,Houston,240,108,123,B2B,2,
,2016-2017 Regular Season,03/04/17,9:00 PM,Minnesota,San Antonio,265,90,97,2,3IN4-B2B,
,2016-2017 Regular Season,03/04/17,10:00 PM,Brooklyn,Portland,240,116,130,3IN4-B2B,1,
,2016-2017 Regular Season,03/05/17,3:00 PM,Indiana,Atlanta,240,97,96,3+,1,
,2016-2017 Regular Season,03/05/17,3:30 PM,Golden State,New York,240,112,105,2,1,
,2016-2017 Regular Season,03/05/17,5:00 PM,Boston,Phoenix,240,106,109,1,3IN4,
,2016-2017 Regular Season,03/05/17,5:00 PM,Orlando,Washington,240,114,115,1,1,
,2016-2017 Regular Season,03/05/17,6:00 PM,Utah,Sacramento,265,110,109,1,3+,
,2016-2017 Regular Season,03/05/17,8:30 PM,Oklahoma City,Dallas,240,89,104,3IN4,1,
,2016-2017 Regular Season,03/05/17,9:30 PM,New Orleans,LA Lakers,240,105,97,1,1,
,2016-2017 Regular Season,03/06/17,7:00 PM,Milwaukee,Philadelphia,240,112,98,3IN4,3IN4,
,2016-2017 Regular Season,03/06/17,7:00 PM,New York,Orlando,240,113,105,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/06/17,7:00 PM,Miami,Cleveland,240,106,98,3IN4,3IN4,
,2016-2017 Regular Season,03/06/17,7:30 PM,Golden State,Atlanta,240,119,111,B2B,3IN4-B2B,
,2016-2017 Regular Season,03/06/17,7:30 PM,Chicago,Detroit,240,95,109,1,1,
,2016-2017 Regular Season,03/06/17,8:00 PM,Brooklyn,Memphis,240,122,109,3IN4,3IN4,
,2016-2017 Regular Season,03/06/17,8:00 PM,Indiana,Charlotte,240,88,100,B2B,1,
,2016-2017 Regular Season,03/06/17,8:30 PM,Houston,San Antonio,240,110,112,1,3IN4,
,2016-2017 Regular Season,03/06/17,9:00 PM,Sacramento,Denver,240,96,108,B2B,1,
,2016-2017 Regular Season,03/06/17,9:00 PM,New Orleans,Utah,240,83,88,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/06/17,10:30 PM,Boston,LA Clippers,240,102,116,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/07/17,8:00 PM,Portland,Oklahoma City,240,126,121,2,1,
,2016-2017 Regular Season,03/07/17,8:30 PM,LA Lakers,Dallas,240,111,122,1,1,
,2016-2017 Regular Season,03/07/17,9:00 PM,Washington,Phoenix,240,131,127,1,1,
,2016-2017 Regular Season,03/08/17,7:00 PM,Chicago,Orlando,240,91,98,1,3IN4,
,2016-2017 Regular Season,03/08/17,7:30 PM,Brooklyn,Atlanta,240,105,110,1,3IN4,
,2016-2017 Regular Season,03/08/17,7:30 PM,Charlotte,Miami,240,101,108,1,1,
,2016-2017 Regular Season,03/08/17,8:00 PM,New York,Milwaukee,240,93,104,3IN4,1,
,2016-2017 Regular Season,03/08/17,8:00 PM,Toronto,New Orleans,240,94,87,3+,3IN4,
,2016-2017 Regular Season,03/08/17,8:00 PM,Utah,Houston,240,115,108,3IN4,1,
,2016-2017 Regular Season,03/08/17,8:00 PM,LA Clippers,Minnesota,240,91,107,1,3+,
,2016-2017 Regular Season,03/08/17,8:00 PM,Detroit,Indiana,240,98,115,1,3IN4,
,2016-2017 Regular Season,03/08/17,8:30 PM,Sacramento,San Antonio,240,104,114,3IN4,1,
,2016-2017 Regular Season,03/08/17,9:00 PM,Washington,Denver,240,123,113,3IN4-B2B,1,
,2016-2017 Regular Season,03/08/17,10:30 PM,Boston,Golden State,240,99,86,3IN4,3IN4,
,2016-2017 Regular Season,03/09/17,7:30 PM,Cleveland,Detroit,240,101,106,2,3IN4-B2B,
,2016-2017 Regular Season,03/09/17,8:00 PM,LA Clippers,Memphis,240,114,98,3IN4-B2B,2,
,2016-2017 Regular Season,03/09/17,8:00 PM,San Antonio,Oklahoma City,240,92,102,3IN4-B2B,1,
,2016-2017 Regular Season,03/09/17,10:00 PM,Philadelphia,Portland,265,108,114,2,1,
,2016-2017 Regular Season,03/09/17,10:30 PM,LA Lakers,Phoenix,240,122,110,1,1,
,2016-2017 Regular Season,03/10/17,7:00 PM,Orlando,Charlotte,240,81,121,1,1,
,2016-2017 Regular Season,03/10/17,8:00 PM,Houston,Chicago,240,115,94,1,1,
,2016-2017 Regular Season,03/10/17,8:00 PM,Indiana,Milwaukee,240,85,99,1,1,
,2016-2017 Regular Season,03/10/17,8:00 PM,Golden State,Minnesota,240,102,103,1,1,
,2016-2017 Regular Season,03/10/17,8:00 PM,Toronto,Atlanta,240,99,105,1,1,
,2016-2017 Regular Season,03/10/17,9:00 PM,Boston,Denver,240,99,119,1,1,
,2016-2017 Regular Season,03/10/17,9:00 PM,Brooklyn,Dallas,240,96,105,1,2,
,2016-2017 Regular Season,03/10/17,10:30 PM,Washington,Sacramento,265,130,122,3IN4,1,
,2016-2017 Regular Season,03/11/17,3:00 PM,Utah,Oklahoma City,240,104,112,2,1,
,2016-2017 Regular Season,03/11/17,3:30 PM,Philadelphia,LA Clippers,240,100,112,1,3IN4,
,2016-2017 Regular Season,03/11/17,5:00 PM,New York,Detroit,240,92,112,2,3IN4,
,2016-2017 Regular Season,03/11/17,7:00 PM,New Orleans,Charlotte,265,125,122,2,3IN4-B2B,
,2016-2017 Regular Season,03/11/17,7:00 PM,Cleveland,Orlando,240,116,104,1,3IN4-B2B,
,2016-2017 Regular Season,03/11/17,8:00 PM,Minnesota,Milwaukee,240,95,102,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/11/17,8:00 PM,Toronto,Miami,240,89,104,3IN4-B2B,2,
,2016-2017 Regular Season,03/11/17,8:30 PM,Golden State,San Antonio,240,85,107,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/11/17,9:00 PM,Atlanta,Memphis,240,107,90,3IN4-B2B,1,
,2016-2017 Regular Season,03/11/17,9:00 PM,Phoenix,Dallas,240,100,98,1,B2B,
,2016-2017 Regular Season,03/11/17,10:00 PM,Washington,Portland,265,125,124,4IN5-B2B,1,
,2016-2017 Regular Season,03/11/17,10:30 PM,Denver,Sacramento,240,105,92,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/12/17,3:30 PM,Chicago,Boston,240,80,100,1,1,
,2016-2017 Regular Season,03/12/17,6:00 PM,New York,Brooklyn,240,112,120,B2B,1,
,2016-2017 Regular Season,03/12/17,6:00 PM,Miami,Indiana,240,98,102,B2B,1,
,2016-2017 Regular Season,03/12/17,9:00 PM,Portland,Phoenix,240,110,101,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/12/17,9:00 PM,Cleveland,Houston,240,112,117,3IN4-B2B,1,
,2016-2017 Regular Season,03/12/17,9:30 PM,Philadelphia,LA Lakers,240,118,116,3IN4-B2B,2,
,2016-2017 Regular Season,03/13/17,7:00 PM,Chicago,Charlotte,240,115,109,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/13/17,7:30 PM,Dallas,Toronto,240,78,100,3IN4,3IN4,
,2016-2017 Regular Season,03/13/17,8:00 PM,Milwaukee,Memphis,240,93,113,3IN4,1,
,2016-2017 Regular Season,03/13/17,8:00 PM,Atlanta,San Antonio,240,99,107,3IN4,1,
,2016-2017 Regular Season,03/13/17,8:00 PM,Washington,Minnesota,240,104,119,3IN4,3IN4,
,2016-2017 Regular Season,03/13/17,9:00 PM,LA Clippers,Utah,240,108,114,1,1,
,2016-2017 Regular Season,03/13/17,10:30 PM,Orlando,Sacramento,240,115,120,3IN4,3IN4,
,2016-2017 Regular Season,03/13/17,10:30 PM,LA Lakers,Denver,240,101,129,B2B,3IN4,
,2016-2017 Regular Season,03/14/17,7:00 PM,Detroit,Cleveland,240,96,128,2,3IN4,
,2016-2017 Regular Season,03/14/17,7:30 PM,Oklahoma City,Brooklyn,240,122,104,2,1,
,2016-2017 Regular Season,03/14/17,7:30 PM,Indiana,New York,240,81,87,1,3IN4,
,2016-2017 Regular Season,03/14/17,8:00 PM,Portland,New Orleans,240,77,100,3IN4,2,
,2016-2017 Regular Season,03/14/17,10:30 PM,Philadelphia,Golden State,240,104,106,3IN4,2,
,2016-2017 Regular Season,03/15/17,7:00 PM,Dallas,Washington,240,112,107,1,1,
,2016-2017 Regular Season,03/15/17,7:00 PM,Charlotte,Indiana,240,77,98,1,3IN4-B2B,
,2016-2017 Regular Season,03/15/17,7:30 PM,Minnesota,Boston,240,104,117,1,2,
,2016-2017 Regular Season,03/15/17,7:30 PM,New Orleans,Miami,240,112,120,B2B,2,
,2016-2017 Regular Season,03/15/17,7:30 PM,Utah,Detroit,240,97,83,1,B2B,
,2016-2017 Regular Season,03/15/17,8:00 PM,Memphis,Chicago,240,98,91,1,3IN4,
,2016-2017 Regular Season,03/15/17,8:00 PM,LA Lakers,Houston,240,100,139,3IN4,2,
,2016-2017 Regular Season,03/15/17,8:00 PM,Portland,San Antonio,240,110,106,4IN5-B2B,1,
,2016-2017 Regular Season,03/15/17,10:00 PM,Sacramento,Phoenix,240,107,101,1,2,
,2016-2017 Regular Season,03/15/17,10:30 PM,Milwaukee,LA Clippers,240,97,96,1,1,
,2016-2017 Regular Season,03/16/17,7:00 PM,Utah,Cleveland,240,83,91,3IN4-B2B,1,
,2016-2017 Regular Season,03/16/17,7:00 PM,Oklahoma City,Toronto,240,123,102,1,2,
,2016-2017 Regular Season,03/16/17,7:30 PM,Brooklyn,New York,240,121,110,1,1,
,2016-2017 Regular Season,03/16/17,7:30 PM,Memphis,Atlanta,240,103,91,3IN4-B2B,2,
,2016-2017 Regular Season,03/16/17,9:00 PM,LA Clippers,Denver,240,114,129,3IN4-B2B,2,
,2016-2017 Regular Season,03/16/17,10:30 PM,Orlando,Golden State,240,92,122,2,1,
,2016-2017 Regular Season,03/17/17,7:00 PM,Dallas,Philadelphia,240,74,116,1,2,
,2016-2017 Regular Season,03/17/17,7:00 PM,Chicago,Washington,240,107,112,1,1,
,2016-2017 Regular Season,03/17/17,7:30 PM,Boston,Brooklyn,240,98,95,1,3IN4-B2B,
,2016-2017 Regular Season,03/17/17,7:30 PM,Toronto,Detroit,240,87,75,B2B,3IN4,
,2016-2017 Regular Season,03/17/17,8:00 PM,Houston,New Orleans,240,112,128,1,3IN4,
,2016-2017 Regular Season,03/17/17,8:00 PM,Minnesota,Miami,240,105,123,1,1,
,2016-2017 Regular Season,03/17/17,10:00 PM,Orlando,Phoenix,240,109,103,B2B,1,
,2016-2017 Regular Season,03/17/17,10:30 PM,Milwaukee,LA Lakers,240,107,103,1,1,
,2016-2017 Regular Season,03/18/17,3:00 PM,Sacramento,Oklahoma City,240,94,110,2,1,
,2016-2017 Regular Season,03/18/17,6:00 PM,Portland,Atlanta,240,113,97,2,1,
,2016-2017 Regular Season,03/18/17,7:00 PM,Washington,Charlotte,240,93,98,3IN4-B2B,2,
,2016-2017 Regular Season,03/18/17,8:30 PM,Cleveland,LA Clippers,240,78,108,1,3IN4,
,2016-2017 Regular Season,03/18/17,9:00 PM,Utah,Chicago,240,86,95,3IN4,3IN4-B2B,
,2016-2017 Regular Season,03/18/17,9:00 PM,San Antonio,Memphis,240,96,104,2,3IN4,
,2016-2017 Regular Season,03/18/17,9:30 PM,Houston,Denver,240,109,105,3IN4-B2B,1,
,2016-2017 Regular Season,03/18/17,10:30 PM,Milwaukee,Golden State,240,92,117,3IN4-B2B,1,
,2016-2017 Regular Season,03/19/17,12:00 PM,Dallas,Brooklyn,240,111,104,1,3IN4,
,2016-2017 Regular Season,03/19/17,1:00 PM,Boston,Philadelphia,240,99,105,1,1,
,2016-2017 Regular Season,03/19/17,4:30 PM,Phoenix,Detroit,240,95,112,1,1,
,2016-2017 Regular Season,03/19/17,6:00 PM,Minnesota,New Orleans,240,109,123,1,1,
,2016-2017 Regular Season,03/19/17,6:00 PM,Indiana,Toronto,240,91,116,3+,3IN4,
,2016-2017 Regular Season,03/19/17,6:00 PM,Portland,Miami,240,115,104,B2B,1,
,2016-2017 Regular Season,03/19/17,7:00 PM,Sacramento,San Antonio,240,102,118,B2B,B2B,
,2016-2017 Regular Season,03/19/17,9:30 PM,Cleveland,LA Lakers,240,125,120,3IN4-B2B,1,
,2016-2017 Regular Season,03/20/17,7:00 PM,Atlanta,Charlotte,240,90,105,1,1,
,2016-2017 Regular Season,03/20/17,7:00 PM,Philadelphia,Orlando,265,109,112,3IN4-B2B,2,
,2016-2017 Regular Season,03/20/17,7:00 PM,Utah,Indiana,240,100,107,1,B2B,
,2016-2017 Regular Season,03/20/17,7:30 PM,Washington,Boston,240,102,110,3IN4,3IN4-B2B,
,2016-2017 Regular Season,03/20/17,8:00 PM,Denver,Houston,240,124,125,1,3IN4,
,2016-2017 Regular Season,03/20/17,8:00 PM,Golden State,Oklahoma City,240,111,95,1,1,
,2016-2017 Regular Season,03/20/17,10:30 PM,New York,LA Clippers,240,105,114,3+,1,
,2016-2017 Regular Season,03/21/17,7:00 PM,Chicago,Toronto,265,120,122,2,1,
,2016-2017 Regular Season,03/21/17,7:30 PM,Detroit,Brooklyn,240,96,98,1,1,
,2016-2017 Regular Season,03/21/17,7:30 PM,Phoenix,Miami,240,97,112,1,1,
,2016-2017 Regular Season,03/21/17,8:00 PM,Memphis,New Orleans,240,82,95,2,1,
,2016-2017 Regular Season,03/21/17,8:30 PM,Golden State,Dallas,240,112,87,3IN4-B2B,1,
,2016-2017 Regular Season,03/21/17,9:30 PM,San Antonio,Minnesota,240,100,93,3IN4,1,
,2016-2017 Regular Season,03/21/17,10:00 PM,Milwaukee,Portland,240,93,90,2,3IN4,
,2016-2017 Regular Season,03/21/17,10:30 PM,LA Clippers,LA Lakers,240,133,109,3IN4-B2B,1,
,2016-2017 Regular Season,03/22/17,7:00 PM,Charlotte,Orlando,240,109,102,1,1,
,2016-2017 Regular Season,03/22/17,7:30 PM,Indiana,Boston,240,100,109,3IN4,3IN4,
,2016-2017 Regular Season,03/22/17,8:00 PM,Detroit,Chicago,240,95,117,3IN4-B2B,B2B,
,2016-2017 Regular Season,03/22/17,8:00 PM,Philadelphia,Oklahoma City,240,97,122,3IN4,1,
,2016-2017 Regular Season,03/22/17,8:00 PM,Atlanta,Washington,240,100,104,1,1,
,2016-2017 Regular Season,03/22/17,9:00 PM,Cleveland,Denver,240,113,126,2,1,
,2016-2017 Regular Season,03/22/17,10:30 PM,Milwaukee,Sacramento,240,116,98,B2B,2,
,2016-2017 Regular Season,03/22/17,10:30 PM,New York,Utah,240,101,108,1,1,
,2016-2017 Regular Season,03/23/17,7:30 PM,Phoenix,Brooklyn,240,98,126,1,1,
,2016-2017 Regular Season,03/23/17,7:30 PM,Toronto,Miami,240,101,84,1,1,
,2016-2017 Regular Season,03/23/17,8:30 PM,LA Clippers,Dallas,240,95,97,3IN4,1,
,2016-2017 Regular Season,03/23/17,8:30 PM,Memphis,San Antonio,240,90,97,1,1,
,2016-2017 Regular Season,03/23/17,10:00 PM,New York,Portland,240,95,110,3IN4-B2B,1,
,2016-2017 Regular Season,03/24/17,7:00 PM,Brooklyn,Washington,240,108,129,3IN4-B2B,1,
,2016-2017 Regular Season,03/24/17,7:00 PM,Cleveland,Charlotte,240,112,105,1,1,
,2016-2017 Regular Season,03/24/17,7:00 PM,Detroit,Orlando,240,87,115,3IN4,1,
,2016-2017 Regular Season,03/24/17,7:00 PM,Denver,Indiana,240,125,117,1,1,
,2016-2017 Regular Season,03/24/17,7:30 PM,Phoenix,Boston,240,120,130,3IN4-B2B,1,
